업종,업종코드,공장규모,용도지역,생산품,대기오염,수질오염,소음/진동여부,생활용수(톤/일),산업용수(톤/일),lon,lat
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,전자부품,해당없음,해당없음,무,0,0,126.936041,37.389963
"일반용 전기 조명장치 제조업,기타 전기 변환장치 제조업",2842228119,소기업,도시지역,"LED조명기기, LED컨버터 등",해당없음,해당없음,무,0,0,126.936041,37.389963
"비디오 및 기타 영상기기 제조업,방송장비 제조업,전기경보 및 신호장치 제조업",2.65E+14,소기업,도시지역,CCTV,해당없음,해당없음,무,0,0,126.940008,37.389719
"기타 전기 변환장치 제조업,기타 무선 통신장비 제조업,변압기 제조업,철도차량 부품 및 관련 장치물 제조업",2.81E+19,소기업,도시지역,철도차량전자부품,해당없음,해당없음,무,0,0,126.935626,37.387319
"근무복, 작업복 및 유사의복 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업",1.42E+14,소기업,도시지역,의류,해당없음,해당없음,무,,,126.919717,37.401357
"유인 항공기, 항공우주선 및 보조장치 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,무인 항공기 및 무인 비행장치 제조업",3.13E+19,소기업,도시지역,통신기기,해당없음,해당없음,무,,,126.927061,37.392459
공기 조화장치 제조업,29172,소기업,도시지역,플라즈마이온발생기,해당없음,해당없음,무,,,126.913774,37.396825
전자부품 실장기판 제조업,26224,소기업,도시지역,"네비게이션,블랙박스",해당없음,해당없음,무,,,126.937342,37.388956
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,배전반,해당없음,해당없음,무,,,126.936041,37.389963
정형외과용 및 신체보정용 기기 제조업,27192,소기업,도시지역,"의료용품(허리벨트, 무릎아대)",해당없음,해당없음,무,,,126.936041,37.389963
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,"배전반, 전기자동제어반 등",해당없음,해당없음,무,,,126.891077,37.419537
"포장용 플라스틱 성형용기 제조업,주형 및 금형 제조업",2223229294,소기업,도시지역,화장품용기,해당없음,해당없음,무,,,126.940116,37.386837
"전기경보 및 신호장치 제조업,유선 통신장비 제조업,분사기 및 소화기 제조업",2.89E+14,소기업,도시지역,자동화재수신기 및 감지기류,해당없음,해당없음,무,,,126.93693,37.389322
기타 절연선 및 케이블 제조업,28302,소기업,도시지역,하네스,해당없음,해당없음,무,,,126.908641,37.412005
구두류 제조업,15211,소기업,도시지역,구두(남성화),해당없음,해당없음,무,,,126.916226,37.412435
아이스크림 및 기타 식용빙과류 제조업,10502,소기업,도시지역,"빙과, 아이스크림",해당없음,해당없음,무,,,126.931341,37.418682
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,콘트롤판넬,해당없음,해당없음,무,,,126.936108,37.388369
"비디오 및 기타 영상기기 제조업,기타 주변기기 제조업,그 외 기타 의료용 기기 제조업,사무용 기계 및 장비 제조업",2.65E+19,소기업,도시지역,"의료기기, 티켓발매기",해당없음,해당없음,무,,,126.938553,37.391166
"유선 통신장비 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업",2.64E+14,소기업,도시지역,"교류전원공급기, 아답터",해당없음,해당없음,무,,,126.93426,37.385712
그 외 기타 플라스틱 제품 제조업,22299,소기업,도시지역,엠블럼,해당없음,해당없음,무,,,126.937259,37.382828
"천막, 텐트 및 유사 제품 제조업,기타 조명장치 제조업,기타 오락용품 제조업",1.32E+14,소기업,도시지역,"캠핑용가방, 텐트용루프플라이, LED랜턴, 다용도테이블, 해먹",해당없음,해당없음,무,,,126.939648,37.390446
액체 여과기 제조업,29175,소기업,도시지역,수소수생성기,해당없음,해당없음,무,,,126.936041,37.389963
기타 기계.장비 조립용 플라스틱 제품 제조업,22249,소기업,도시지역,의료기(플라스틱),해당없음,해당없음,무,,,126.940109,37.388927
"전기회로 개폐, 보호장치 제조업",28121,소기업,도시지역,재실감지센서,해당없음,해당없음,무,,,126.913612,37.410375
기타 무선 통신장비 제조업,26429,소기업,도시지역,무선 통신장비 PCBA,해당없음,해당없음,무,,,126.936801,37.384095
"유선 통신장비 제조업,기타 무선 통신장비 제조업",2641026429,소기업,도시지역,"인터넷전화단말기, 무선공유기",해당없음,해당없음,무,0,0,126.968937,37.39822
"배전반 및 전기 자동제어반 제조업,산업처리공정 제어장비 제조업",2812327216,소기업,도시지역,크레인과부하방지장치 등,해당없음,해당없음,무,0,0,126.950668,37.371919
"일반철물 제조업,일반용 전기 조명장치 제조업",2593228422,소기업,도시지역,"조명장치, 디지털도어락",해당없음,해당없음,무,0,0,126.95637,37.367798
그 외 기타 금속가공업,25929,소기업,도시지역,비철금속처리,해당없음,해당없음,무,0,0,126.941816,37.388014
전자부품 실장기판 제조업,26224,소기업,도시지역,자동제어보드,해당없음,해당없음,무,0,0,126.970959,37.398183
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,경인쇄,해당없음,해당없음,무,0,0,126.958741,37.403726
"그 외 기타 일반목적용 기계 제조업,기타 물품 취급장비 제조업,산업용 송풍기 및 배기장치 제조업,기체 여과기 제조업,액체 여과기 제조업,증류기, 열교환기 및 가스발생기 제조업",2.92E+29,소기업,도시지역,비금속 무빙스크린,해당없음,해당없음,무,0,0,126.942553,37.389391
"기타 조명장치 제조업,일반철물 제조업,유선 통신장비 제조업,기타 가정용 전기기기 제조업,디스플레이 제조용 기계 제조업",2.84E+24,소기업,도시지역,"공장자동화기기, LED조명기기",해당없음,해당없음,무,0,0,126.943781,37.388843
"떡류 제조업,기타 곡물 가공품 제조업",1071110619,소기업,도시지역,"백설기, 인절미, 떡외",해당없음,해당없음,무,3,0,126.971164,37.397248
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,컨버젼 키트 등,해당없음,해당없음,무,,,126.97244,37.39306
"물질 검사, 측정 및 분석기구 제조업",27213,소기업,도시지역,항온제어장치,해당없음,해당없음,무,,,126.934579,37.397474
"그 외 기타 특수목적용 기계 제조업,산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",2929929261,소기업,도시지역,라벨분리기,해당없음,해당없음,무,,,126.97244,37.39306
"유선 통신장비 제조업,기타 무선 통신장비 제조업",2641026429,소기업,도시지역,광탭,해당없음,해당없음,무,,,126.974757,37.397099
"사진기, 영사기 및 관련 장비 제조업",27302,소기업,도시지역,"산업,의료용 디지털카메라",해당없음,해당없음,무,,,126.96757,37.401515
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업,주형 및 금형 제조업",2.81E+14,소기업,도시지역,"커넥터, 소켓 등",해당없음,해당없음,무,,,126.948737,37.369505
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,전자부품,해당없음,해당없음,무,,,126.950668,37.371919
기타 과실ㆍ채소 가공 및 저장 처리업,10309,소기업,도시지역,깐밤,해당없음,해당없음,무,,,126.973316,37.396735
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,제어기기,해당없음,해당없음,무,,,126.969938,37.396841
비디오 및 기타 영상기기 제조업,26519,소기업,도시지역,후방카메라외,해당없음,해당없음,무,,,126.953098,37.370066
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2812128122,소기업,도시지역,"전기접촉기, 차단기 (금형, 전자제품용)",해당없음,해당없음,무,,,126.969176,37.401375
"그 외 기타 종이 및 판지 제품 제조업,플라스틱 포대, 봉투 및 유사제품 제조업",1790922231,소기업,도시지역,"노루지, 그라프트지, 화지 등",해당없음,해당없음,무,,,126.970959,37.398183
"기타 목재가구 제조업,전시용 모형 제조업",3202933932,소기업,도시지역,가구 (사무용가구),해당없음,해당없음,무,,,126.969176,37.401375
"교통 신호장치 제조업,육상 금속 골조 구조재 제조업,수상 금속 골조 구조재 제조업,전기경보 및 신호장치 제조업",2.89E+19,소기업,도시지역,교통신호기외,해당없음,해당없음,무,,,126.95154,37.368458
"그 외 기타 일반목적용 기계 제조업,증류기, 열교환기 및 가스발생기 제조업",2919929176,소기업,도시지역,콘돔포장검사기계,해당없음,해당없음,무,,,126.969176,37.401375
산업처리공정 제어장비 제조업,27216,소기업,도시지역,금속검출기와 Conveyor/Rejector등의 부대설비 일체,해당없음,해당없음,무,,,126.966774,37.401886
"전기회로 개폐, 보호장치 제조업,자동차용 금속 압형제품 제조업,그 외 금속 압형제품 제조업,절삭가공 및 유사처리업,그 외 기타 금속가공업,전기회로 접속장치 제조업,절연 코드세트 및 기타 도체 제조업,주형 및 금형 제조업",2.81E+39,소기업,도시지역,전자부품 (쉴드캔 등),해당없음,해당없음,무,,,126.969609,37.397811
"그 외 기타 의료용 기기 제조업,포장용 플라스틱 성형용기 제조업,주형 및 금형 제조업",2.72E+14,중기업,도시지역,의료용기 등,해당없음,해당없음,무,,,126.96681,37.397615
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,기기용자동측정 및 제어장치,해당없음,해당없음,무,,,126.969136,37.398483
액정 표시장치 제조업,26211,소기업,도시지역,투명 lcd 디스플레이,해당없음,해당없음,무,,,126.970959,37.398183
"플라스틱 접착처리 제품 제조업,플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",2229122292,소기업,도시지역,필름,해당없음,해당없음,무,,,126.972984,37.391272
과자류 및 코코아 제품 제조업,10713,소기업,도시지역,"초콜릿, 쿠키",해당없음,해당없음,무,,,126.943423,37.389362
"남자용 겉옷 제조업,여자용 겉옷 제조업,셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,그 외 기타 봉제의복 제조업,편조의복 제조업,그 외 기타 의복액세서리 제조업",1.41E+34,소기업,도시지역,남성용 의류 등 의류,해당없음,해당없음,무,,,126.932053,37.397973
철도차량 부품 및 관련 장치물 제조업,31202,소기업,도시지역,"ATP제동유니트, 리액터, 정류기",해당없음,해당없음,무,,,126.969136,37.398483
화장품 제조업,20423,소기업,도시지역,화장품,해당없음,해당없음,무,,0.9,126.943426,37.389137
"기타 무선 통신장비 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업",2.64E+14,소기업,도시지역,"무선데이터통신장비, 수도미터기",해당없음,해당없음,무,,,126.974757,37.397099
"컴퓨터 제조업,컴퓨터 모니터 제조업",2631026322,소기업,도시지역,"컴퓨터, 모니터",해당없음,해당없음,무,,,126.949244,37.369573
"전자부품 실장기판 제조업,비디오 및 기타 영상기기 제조업",2622426519,소기업,도시지역,"에스컬레이터손잡이소독기PCB 및완제품, 중계기PCB ASS'Y, 아파트세대기PCB및완제품 등",해당없음,해당없음,무,,,126.94606,37.372833
방송장비 제조업,26421,소기업,도시지역,영상감시장치,해당없음,해당없음,무,,,126.969136,37.398483
"전기경보 및 신호장치 제조업,전자감지장치 제조업,분사기 및 소화기 제조업",2.89E+14,소기업,도시지역,"불꽃감지기, 소화기 등",해당없음,해당없음,무,,,126.968883,37.393903
컴퓨터 프린터 제조업,26323,소기업,도시지역,컴퓨터 프린터,해당없음,해당없음,무,,,126.945202,37.385729
화장품 제조업,20423,소기업,도시지역,기초화장품,해당없음,해당없음,무,,,126.948786,37.374065
기타 주변기기 제조업,26329,소기업,도시지역,CPU쿨러 등 컴퓨터 주변기기,해당없음,해당없음,무,,,126.969136,37.398483
비 및 솔 제조업,33993,소기업,도시지역,"비, 솔",해당없음,해당없음,무,,,126.948786,37.374065
그 외 기타 전자부품 제조업,26299,소기업,도시지역,"MGS, MCU, RMCU, EtherCAT Driver",해당없음,해당없음,무,0.03,0,126.968883,37.393903
"방송장비 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,비디오 및 기타 영상기기 제조업,전기경보 및 신호장치 제조업,교통 신호장치 제조업",2.64E+29,소기업,도시지역,"외곽보안시스템, 보안시스템 등",해당없음,해당없음,무,,,126.972984,37.391272
기타 절연선 및 케이블 제조업,28302,소기업,도시지역,케이블 부자재,해당없음,해당없음,무,0.05,,126.963143,37.398205
육상 금속 골조 구조재 제조업,25113,소기업,도시지역,침수차단판,해당없음,해당없음,무,,,126.96757,37.401515
전시 및 광고용 조명장치 제조업,28423,소기업,도시지역,전광판,해당없음,해당없음,무,,,126.943408,37.388876
"그 외 자동차용 신품 부품 제조업,자동차용 신품 조향장치 및 현가 장치 제조업,자동차용 신품 제동장치 제조업,자동차 재제조 부품 제조업",3.04E+19,소기업,도시지역,싸이클론,해당없음,해당없음,무,0,0,126.918706,37.405709
주형 및 금형 제조업,29294,소기업,도시지역,프레스금형,해당없음,해당없음,유,0,0,126.940219,37.385946
"배전반 및 전기 자동제어반 제조업,기록매체 복제업,유선 통신장비 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2.81E+24,소기업,도시지역,"자동제어반,수배전",해당없음,해당없음,무,1,0,126.933959,37.390232
"그 외 기타 의료용 기기 제조업,의료용 가구 제조업",2719927194,소기업,도시지역,"T,M,T,R 헬스, 운동형의자 외",해당없음,해당없음,무,0,0,126.936041,37.389963
"비디오 및 기타 영상기기 제조업,기타 무선 통신장비 제조업",2651926429,소기업,도시지역,비디오부품조립,해당없음,해당없음,무,0,0,126.954259,37.37105
"골판지 제조업,골판지 상자 및 가공제품 제조업",1721117212,소기업,도시지역,골판지상자,해당없음,해당없음,무,0,0,126.970601,37.400379
레미콘 제조업,23322,소기업,도시지역,레미콘,5종,4종,유,5,270,126.942576,37.385381
"방송장비 제조업,유선 통신장비 제조업,정형외과용 및 신체보정용 기기 제조업,사진기, 영사기 및 관련 장비 제조업 ,기타 광학기기 제조업",2.64E+24,소기업,도시지역,"CCTV, 광통신장비",해당없음,해당없음,유,0,0,126.936041,37.389963
기타 무선 통신장비 제조업,26429,소기업,도시지역,"PCM중계기,단국장치",해당없음,해당없음,무,0,0,126.949967,37.40764
"유선 통신장비 제조업,기타 무선 통신장비 제조업",2641026429,소기업,도시지역,광분배함,해당없음,해당없음,무,0,0,126.96757,37.401515
"배전반 및 전기 자동제어반 제조업,유선 통신장비 제조업,산업처리공정 제어장비 제조업",2.81E+14,소기업,도시지역,"인버터판넬, 전기판넬",해당없음,해당없음,무,0,0,126.97244,37.39306
"근무복, 작업복 및 유사의복 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업",1.42E+14,소기업,도시지역,"점퍼,스포츠웨어",해당없음,해당없음,무,0,0,126.948206,37.388161
"그 외 기타 전자부품 제조업,전자감지장치 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업",2.63E+19,소기업,도시지역,"상품도난경보기,무전기인닥터",해당없음,해당없음,무,0,0,126.938183,37.383008
"공기 조화장치 제조업,물질 검사, 측정 및 분석기구 제조업",2917227213,소기업,도시지역,항온항습기,해당없음,해당없음,무,0,0,126.96757,37.401515
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,전자부품조립,해당없음,해당없음,무,0,0,126.96757,37.401515
"전시 및 광고용 조명장치 제조업,일반용 전기 조명장치 제조업,전기경보 및 신호장치 제조업",2.84E+14,소기업,도시지역,"고휘도유도등, 감지기 등",해당없음,해당없음,무,0,0,126.939437,37.387732
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2812128122,소기업,도시지역,통신케이블 컨넥터,해당없음,해당없음,무,0,0,126.954537,37.377026
"방송장비 제조업,비디오 및 기타 영상기기 제조업,기타 음향기기 제조업,속도계 및 적산계기 제조업",2.64E+19,소기업,도시지역,감시카메라,해당없음,해당없음,무,0,0,126.938185,37.385225
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,컨넥터,해당없음,해당없음,무,0,0,126.955104,37.40373
주형 및 금형 제조업,29294,소기업,도시지역,금형부품,해당없음,해당없음,무,0,0,126.952926,37.380004
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,온도제어기,해당없음,해당없음,무,0,0,126.953098,37.370066
"분사기 및 소화기 제조업,기타 가정용 전기기기 제조업",2919328519,소기업,도시지역,"고압세척기,진공청소기",해당없음,해당없음,무,0,0,126.950668,37.371919
"전자 응용 절삭기계 제조업,기타 가공 공작기계 제조업",2922129229,소기업,도시지역,컴퓨터조각기 외,해당없음,해당없음,무,0,0,126.936799,37.389871
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,책자인쇄물,해당없음,해당없음,무,0,0,126.960049,37.378562
"기타 무선 통신장비 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업,비디오 및 기타 영상기기 제조업,레이더, 항행용 무선기기 및 측량기구 제조업",2.64E+24,소기업,도시지역,중계기용 앰프,해당없음,해당없음,무,0,0,126.940219,37.385946
"그 외 자동차용 신품 부품 제조업,자동차용 신품 조향장치 및 현가 장치 제조업,자동차용 신품 제동장치 제조업,자동차 재제조 부품 제조업",3.04E+19,소기업,도시지역,자동차차폐용어셈블리,해당없음,해당없음,무,0,0,126.915184,37.40711
"전구 및 램프 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업,방전램프용 안정기 제조업,배전반 및 전기 자동제어반 제조업,일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업,기타 조명장치 제조업,가정용 전기 난방기기 제조업,귀금속 및 관련제품 제조업",2.84E+49,중기업,도시지역,LED조명기구 등,해당없음,해당없음,무,0,0,126.936476,37.38475
"산업용 송풍기 및 배기장치 제조업,기체 여과기 제조업",2917329174,소기업,도시지역,산업용배기장치(집진기 등),해당없음,해당없음,무,0,0,126.936041,37.389963
전기식 진단 및 요법 기기 제조업,27112,소기업,도시지역,"DPA, LAPEX-BCS, 심혈관진기 외",해당없음,해당없음,무,0,0,126.937451,37.388444
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,"노이즈컷트랜스, 변압기, 리액터",해당없음,해당없음,무,0,0,126.93478,37.38969
"유선 통신장비 제조업,기타 무선 통신장비 제조업,축전지 제조업,전시 및 광고용 조명장치 제조업,철도차량 부품 및 관련 장치물 제조업",2.64E+24,소기업,도시지역,"동적호차표시기, 광전송장비외",해당없음,해당없음,무,,,126.938183,37.383008
"금속 표시판 제조업,스크린 인쇄업,구조용 금속 판제품 및 공작물 제조업,일반철물 제조업,피복 및 충전 용접봉 제조업,그 외 기타 분류 안된 금속 가공 제품 제조업,간판 및 광고물 제조업",2.60E+34,소기업,도시지역,금속구조물,해당없음,해당없음,무,,,126.90422,37.425453
기타 운동 및 경기용구 제조업,33309,소기업,도시지역,탁구목판,해당없음,해당없음,무,,,126.886132,37.406335
전자부품 실장기판 제조업,26224,소기업,도시지역,광통신기기 키판,해당없음,해당없음,무,,,126.936801,37.384095
"기타 직물제품 제조업,그 외 기타 분류 안된 섬유제품 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업,속옷 및 잠옷 제조업,한복 제조업,셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,가죽의복 제조업,그 외 기타 봉제의복 제조업,편조의복 제조업,기타 편조의복 액세서리 제조업,모자 제조업,그 외 기타 의복액세서리 제조업",1.32E+69,소기업,도시지역,"근무복, 체육복,모자 등",해당없음,해당없음,무,,,126.915915,37.405008
기타 무선 통신장비 제조업,26429,소기업,도시지역,무선중게기 모듈,해당없음,해당없음,무,,,126.938553,37.391166
유선 통신장비 제조업,26410,소기업,도시지역,ComStation-Logic,해당없음,해당없음,무,,,126.932764,37.384482
가방 및 기타 보호용 케이스 제조업,15129,소기업,도시지역,휴대폰케이스,해당없음,해당없음,무,,,126.929982,37.380844
정형외과용 및 신체보정용 기기 제조업,27192,소기업,도시지역,의료용톱 등,해당없음,해당없음,무,,,126.936389,37.386118
"방송장비 제조업,기타 무선 통신장비 제조업,기타 음향기기 제조업",2.64E+14,소기업,도시지역,방송공동수신설비,해당없음,해당없음,무,,,126.939437,37.387732
합성수지 및 기타 플라스틱 물질 제조업,20202,소기업,도시지역,"플라스틱 임가공 모형제작, 제품포장",해당없음,해당없음,무,,,126.937066,37.390116
육류 포장육 및 냉동육 가공업 (가금류 제외),10122,소기업,도시지역,포장육,해당없음,1종,무,,,126.886681,37.404394
"남자용 겉옷 제조업,침구 및 관련제품 제조업,자수제품 및 자수용재료 제조업,커튼 및 유사제품 제조업,천막, 텐트 및 유사 제품 제조업,직물포대 제조업,기타 직물제품 제조업,세폭직물 제조업,그 외 기타 분류 안된 섬유제품 제조업,여자용 겉옷 제조업,속옷 및 잠옷 제조업,한복 제조업,셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,가죽의복 제조업,유아용 의복 제조업,그 외 기타 봉제의복 제조업,편조의복 제조업,스타킹 및 기타 양말 제조업,기타 편조의복 액세서리 제조업,모자 제조업,그 외 기타 의복액세서리 제조업,핸드백 및 지갑 제조업,가방 및 기타 보호용 케이스 제조업,기타 가죽제품 제조업",1.41E+124,소기업,도시지역,"근무복 및 작업복, 유사의복, 침구류 등",해당없음,해당없음,무,,,126.912453,37.410049
"고무패킹류 제조업,산업용 그 외 비경화 고무제품 제조업",2219122192,소기업,도시지역,"수영모자, 실리콘 제품",해당없음,해당없음,무,,,126.936041,37.389963
기타 음향기기 제조업,26529,소기업,도시지역,블루투스 스마트홈 스피커,해당없음,해당없음,무,,,126.932764,37.384482
일반저울 제조업,29191,소기업,도시지역,"중량선별기, 수산물중량선별기",해당없음,해당없음,무,,,126.936041,37.389963
유선 통신장비 제조업,26410,소기업,도시지역,통신장비,해당없음,해당없음,무,,,126.936041,37.389963
"전기경보 및 신호장치 제조업,교통 신호장치 제조업",2890128903,소기업,도시지역,신호등,해당없음,해당없음,무,,,126.936041,37.389963
"기타 전기 변환장치 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,산업처리공정 제어장비 제조업,에너지 저장장치 제조업,배전반 및 전기 자동제어반 제조업",2.81E+29,소기업,도시지역,전기변환장치,해당없음,해당없음,무,0,0,126.960049,37.378562
"셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,가방 및 기타 보호용 케이스 제조업,기타 운동 및 경기용구 제조업",1.42E+19,소기업,도시지역,등산의류외,해당없음,해당없음,무,0,0,126.973301,37.393689
"기기용 자동측정 및 제어장치 제조업,기타 무선 통신장비 제조업",2721526429,소기업,도시지역,"RF모듈,RF발생기",해당없음,해당없음,무,0,0,126.972984,37.391272
"수동식 식품 가공기기 및 금속 주방용기 제조업,알루미늄주물 주조업,주방용 전기기기 제조업",2.60E+14,소기업,도시지역,"로스터, 폐수처리장치",해당없음,해당없음,무,0,0,126.970959,37.398183
"남자용 겉옷 제조업,여자용 겉옷 제조업,셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,그 외 기타 봉제의복 제조업,편조의복 제조업,기타 편조의복 액세서리 제조업,그 외 기타 의복액세서리 제조업",1.41E+39,중기업,도시지역,남자용정장외,해당없음,해당없음,무,0,0,126.939427,37.397265
농업 및 임업용 기계 제조업,29210,소기업,도시지역,농기계부품,해당없음,해당없음,무,0,0,126.951785,37.368703
"안경 및 안경렌즈 제조업,광학렌즈 및 광학요소 제조업",2719327301,소기업,도시지역,광학렌즈,해당없음,해당없음,무,0,0,126.935628,37.387968
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,"보고서, 도면 등",해당없음,해당없음,무,0,0,126.966774,37.401886
"플라스틱 접착처리 제품 제조업,플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",2229122292,소기업,도시지역,가이드필름,해당없음,해당없음,무,0,0,126.950245,37.368212
일반용 전기 조명장치 제조업,28422,소기업,도시지역,조명기구,해당없음,해당없음,무,,,126.97244,37.39306
"물질 검사, 측정 및 분석기구 제조업",27213,소기업,도시지역,신뢰성 검사장비,해당없음,해당없음,무,,,126.945255,37.388414
절연 코드세트 및 기타 도체 제조업,28303,소기업,도시지역,전자 자동차부품,해당없음,해당없음,무,,,126.960491,37.373529
"배전반 및 전기 자동제어반 제조업,탭, 밸브 및 유사장치 제조업",2812329133,소기업,도시지역,자동제어반 외,해당없음,해당없음,무,,,126.97244,37.39306
그 외 기타 전기장비 제조업,28909,소기업,도시지역,전기장비,해당없음,해당없음,무,,,126.969176,37.401375
"물질 검사, 측정 및 분석기구 제조업",27213,소기업,도시지역,이화학측정 분석기기,해당없음,해당없음,무,,,126.969176,37.401375
"그 외 기타 특수목적용 기계 제조업,산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",2929929261,소기업,도시지역,은행용 통장프린터,해당없음,해당없음,무,,,126.969176,37.401375
"방송장비 제조업,기타 주변기기 제조업,유선 통신장비 제조업",2.64E+14,소기업,도시지역,"CCTV,카드리더,경보시스템",해당없음,해당없음,무,,,126.969176,37.401375
"방송장비 제조업,컴퓨터 제조업,유선 통신장비 제조업,비디오 및 기타 영상기기 제조업",2.64E+19,소기업,도시지역,"영상감시장치, CCTV카메라 등",해당없음,해당없음,무,,,126.96757,37.401515
"플라스틱 접착처리 제품 제조업,플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",2229122292,소기업,도시지역,양면테이프,해당없음,해당없음,무,,,126.972984,37.391272
"치약, 비누 및 기타 세제 제조업",20422,소기업,도시지역,세탁세제,해당없음,해당없음,무,,,126.969938,37.396841
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,자동제어컨트롤러 외,해당없음,해당없음,무,,,126.969938,37.396841
산업용 로봇 제조업,29280,소기업,도시지역,공장 자동화 시스템,해당없음,해당없음,무,1,,126.97244,37.39306
전동기 및 발전기 제조업,28111,소기업,도시지역,발전기,해당없음,해당없음,무,,,126.969136,37.398483
컴퓨터 제조업,26310,소기업,도시지역,"LCD, LED 정보시스템",해당없음,해당없음,무,,,126.96757,37.401515
기타 무선 통신장비 제조업,26429,소기업,도시지역,고출력전력증폭기,해당없음,해당없음,무,,,126.948914,37.369777
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,책,해당없음,해당없음,무,,,126.960058,37.403233
"컴퓨터 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업,방송장비 제조업,교통 신호장치 제조업",2.63E+24,소기업,도시지역,"AVC, Piezo Sensor, Smart VDS",해당없음,해당없음,무,,,126.966774,37.401886
"반도체 제조용 기계 제조업,물질 검사, 측정 및 분석기구 제조업",2927127213,소기업,도시지역,디스플레이측정시스템,해당없음,해당없음,무,,,126.942138,37.386008
"자동차 엔진용 신품 부품 제조업,자동차 재제조 부품 제조업",3031030400,소기업,도시지역,자동차부품,해당없음,해당없음,무,,,126.972984,37.391272
가정용 비전기식 조리 및 난방 기구 제조업,28520,소기업,도시지역,"우드펠릿히터, 캠핑용우드펠릿히터",해당없음,해당없음,무,,,126.953098,37.370066
"기타 음향기기 제조업,기타 주변기기 제조업,전자기 측정, 시험 및 분석기구 제조업",2.65E+14,소기업,도시지역,"사운드마스킹 시스템 , 디스크어레이",해당없음,해당없음,무,,,126.969136,37.398483
화장품 제조업,20423,소기업,도시지역,화장품,해당없음,해당없음,무,,,126.97244,37.39306
산업용 냉장 및 냉동 장비 제조업,29171,소기업,도시지역,"냉동기, 냉동기기류 및 부품",해당없음,해당없음,무,,,126.97244,37.39306
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,"유량계, 압력측정기, 풍량측정장치",해당없음,해당없음,무,0.04,,126.94197,37.385123
교통 신호장치 제조업,28903,소기업,도시지역,횡단보도 안전대기장치,해당없음,해당없음,무,,,126.969176,37.401375
"발광 다이오드 제조업,기타 반도체소자 제조업,반도체 제조용 기계 제조업",2.61E+14,중기업,도시지역,"반도체, 반도체 제조용 기계",해당없음,해당없음,무,5,,126.966608,37.400047
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,검안기,해당없음,해당없음,무,0.1,,126.966035,37.398951
"공기 조화장치 제조업,그 외 금속 압형제품 제조업",2917225914,소기업,도시지역,환기시스템 등,해당없음,해당없음,무,0.2,,126.958955,37.382508
반도체 제조용 기계 제조업,29271,소기업,도시지역,반도체 제조용 기계,해당없음,해당없음,무,,,126.966608,37.400047
